%time,Real Time UTC,field.latitude,field.longitude
1.53531068128883E+018,26/08/2018 13:22:21,50.819278717,-1.3114333153
1.53531068135698E+018,26/08/2018 13:22:21,50.819278717,-1.3114333153
1.53531068142815E+018,26/08/2018 13:22:21,50.819278717,-1.3114333153
1.53531068149775E+018,26/08/2018 13:22:21,50.819278717,-1.3114333153
1.53531068157322E+018,26/08/2018 13:22:22,50.819278717,-1.3114333153
1.53531068164185E+018,26/08/2018 13:22:22,50.819278717,-1.3114333153
1.5353106817111E+018,26/08/2018 13:22:22,50.819278717,-1.3114333153
1.53531068177966E+018,26/08/2018 13:22:22,50.819278717,-1.3114333153
1.53531068184912E+018,26/08/2018 13:22:22,50.819278717,-1.3114333153
1.53531068191857E+018,26/08/2018 13:22:22,50.819278717,-1.3114333153
1.5353106819886E+018,26/08/2018 13:22:22,50.819278717,-1.3114333153
1.53531068205749E+018,26/08/2018 13:22:22,50.819278717,-1.3114333153
1.53531068212708E+018,26/08/2018 13:22:22,50.819278717,-1.3114333153
1.53531068219848E+018,26/08/2018 13:22:22,50.819278717,-1.3114333153
1.5353106822688E+018,26/08/2018 13:22:22,50.819278717,-1.3114333153
1.535310682336E+018,26/08/2018 13:22:22,50.819278717,-1.3114333153
1.5353106824126E+018,26/08/2018 13:22:22,50.819278717,-1.3114333153
1.53531068247677E+018,26/08/2018 13:22:22,50.819278717,-1.3114333153
1.53531068254459E+018,26/08/2018 13:22:23,50.819278717,-1.3114333153
1.53531068261526E+018,26/08/2018 13:22:23,50.819278717,-1.3114333153
1.53531068268442E+018,26/08/2018 13:22:23,50.819278717,-1.3114333153
1.53531068275724E+018,26/08/2018 13:22:23,50.819278717,-1.3114333153
1.5353106828283E+018,26/08/2018 13:22:23,50.819278717,-1.3114333153
1.53531068289731E+018,26/08/2018 13:22:23,50.8192863464,-1.3114233017
1.53531068296755E+018,26/08/2018 13:22:23,50.8192863464,-1.3114233017
1.53531068303671E+018,26/08/2018 13:22:23,50.8192863464,-1.3114233017
1.53531068310607E+018,26/08/2018 13:22:23,50.8192863464,-1.3114233017
